country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,loc,res,rec,park,resMA7,recMA7,parkMA7,loch,town,dateTown,tests
IL,Israel,Center District,NA,NA,NA,NA,2020-04-21,-67,-17,-34,-65,-54,30,ramla,30,-67,-34,26.14285714285714,-68.71428571428572,-33.14285714285714,רמלה,רמלה,2020-04-21רמלה,11
IL,Israel,Center District,NA,NA,NA,NA,2020-04-21,-70,-11,-38,-50,-52,28,rehovot,28,-70,-38,24.57142857142857,-72.71428571428571,-40,רחובות,רחובות,2020-04-21רחובות,13
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-21,-69,-12,-39,-50,-50,25,haifa-district,25,-69,-39,21.857142857142854,-71.42857142857142,-36.857142857142854,haifa-district,אזור חיפה,2020-04-21haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-21,-64,-11,-36,-41,-49,24,hadera,24,-64,-36,21.71428571428571,-66.42857142857143,-35.71428571428571,חדרה,חדרה,2020-04-21חדרה,41
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-21,-71,-12,-37,-54,-50,25,haifa,25,-71,-37,21.857142857142854,-73.57142857142857,-36.42857142857142,חיפה,חיפה,2020-04-21חיפה,155
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-21,-74,-28,-57,-64,-56,29,jerusalem,29,-74,-57,25.857142857142854,-76,-57.714285714285715,ירושלים,ירושלים,2020-04-21ירושלים,1217
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-21,-60,-18,-46,-32,-43,21,north,21,-60,-46,18.571428571428573,-62.714285714285715,-44.42857142857142,north,אזור צפון,2020-04-21north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-21,-57,-19,-24,-30,-42,20,akko,20,-57,-24,18.142857142857142,-59.42857142857142,-22.285714285714285,עכו,עכו,2020-04-21עכו,17
IL,Israel,North District,NA,NA,NA,NA,2020-04-21,-64,NA,-77,-31,-42,19,golan,19,-64,-77,NA,-63.428571428571416,-76.57142857142857,קצרין,קצרין,2020-04-21קצרין,2
IL,Israel,North District,NA,NA,NA,NA,2020-04-21,-62,-24,-65,-36,-44,22,kinneret,22,-62,-65,NA,-64.42857142857142,-66.71428571428571,טבריה,טבריה,2020-04-21טבריה,77
IL,Israel,North District,NA,NA,NA,NA,2020-04-21,-68,-9,-47,-42,-45,23,tzfat,23,-68,-47,NA,-69.42857142857143,-43,צפת,צפת,2020-04-21צפת,1
IL,Israel,North District,NA,NA,NA,NA,2020-04-21,-62,-16,-33,-32,-42,21,yizrael,21,-62,-33,18.857142857142858,-64.42857142857142,-35.57142857142857,עפולה,עפולה,2020-04-21עפולה,7
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-21,-69,-15,-46,-44,-45,23,south,23,-69,-46,20.428571428571427,-71.57142857142857,-50.14285714285714,south,אזור דרום,2020-04-21south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-21,-68,-11,-27,-44,-44,23,ashkelon,23,-68,-27,20.42857142857143,-70,-34,אשקלון,אשקלון,2020-04-21אשקלון,18
IL,Israel,South District,NA,NA,NA,NA,2020-04-21,-69,-16,-60,-44,-45,23,be'er-sheva,23,-69,-60,20.428571428571427,-72.14285714285714,-61.71428571428571,באר שבע,באר שבע,2020-04-21באר שבע,129
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-21,-74,-22,-41,-70,-62,31,tlv,31,-74,-41,27.71428571428571,-75.85714285714285,-40.142857142857146,תל אביב-יפו,תל אביב-יפו,2020-04-21תל אביב-יפו,68
IL,Israel,NA,NA,NA,NA,NA,2020-04-22,-67,-18,-36,-49,-51,26,israel,26,-67,-36,23.142857142857142,-70.14285714285714,-42,israel,ישראל,2020-04-22israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-22,-66,-15,-20,-52,-53,28,center,28,-66,-20,24.71428571428571,-69,-29.428571428571427,center,אזור מרכז,2020-04-22center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-22,-62,-12,3,-41,-52,25,hasharon,25,-62,3,23.428571428571427,-66.14285714285714,-15.999999999999998,נתניה,נתניה,2020-04-22נתניה,15
IL,Israel,Center District,NA,NA,NA,NA,2020-04-22,-70,-14,-31,-53,-56,30,petach tikva,30,-70,-31,26.28571428571428,-71.71428571428572,-36.99999999999999,פתח תקווה,פתח תקווה,2020-04-22פתח תקווה,154
IL,Israel,Center District,NA,NA,NA,NA,2020-04-22,-66,-22,-24,-63,-53,29,ramla,29,-66,-24,25.999999999999996,-68,-32.857142857142854,רמלה,רמלה,2020-04-22רמלה,24
IL,Israel,Center District,NA,NA,NA,NA,2020-04-22,-68,-15,-32,-49,-51,27,rehovot,27,-68,-32,24.428571428571427,-71.85714285714286,-39.57142857142857,רחובות,רחובות,2020-04-22רחובות,70
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-22,-67,-14,-29,-48,-49,24,haifa-district,24,-67,-29,21.857142857142854,-70.85714285714285,-37.71428571428571,haifa-district,אזור חיפה,2020-04-22haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-22,-62,-13,-29,-37,-49,24,hadera,24,-62,-29,21.71428571428571,-65.85714285714286,-36.85714285714286,חדרה,חדרה,2020-04-22חדרה,13
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-22,-70,-15,-28,-53,-49,24,haifa,24,-70,-28,21.71428571428571,-73.14285714285714,-37.14285714285714,חיפה,חיפה,2020-04-22חיפה,122
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-22,-73,-30,-55,-60,-55,29,jerusalem,29,-73,-55,25.71428571428571,-75.99999999999999,-58,ירושלים,ירושלים,2020-04-22ירושלים,656
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-22,-57,-17,-38,-28,-42,20,north,20,-57,-38,18.71428571428571,-62.14285714285714,-45.14285714285714,north,אזור צפון,2020-04-22north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-22,-53,-18,-7,-26,-42,19,akko,19,-53,-7,18.285714285714285,-58.857142857142854,-24,עכו,עכו,2020-04-22עכו,27
IL,Israel,North District,NA,NA,NA,NA,2020-04-22,-57,NA,-77,-21,-40,17,golan,17,-57,-77,NA,-63.71428571428571,-77.28571428571428,קצרין,קצרין,2020-04-22קצרין,2
IL,Israel,North District,NA,NA,NA,NA,2020-04-22,-58,-20,-59,-28,-44,21,kinneret,21,-58,-59,NA,-63.999999999999986,-66.57142857142857,טבריה,טבריה,2020-04-22טבריה,21
IL,Israel,North District,NA,NA,NA,NA,2020-04-22,-65,-7,-40,-38,-43,22,tzfat,22,-65,-40,NA,-69.42857142857143,-43.42857142857143,צפת,צפת,2020-04-22צפת,26
IL,Israel,North District,NA,NA,NA,NA,2020-04-22,-59,-17,-31,-26,-41,20,yizrael,20,-59,-31,19,-63.99999999999999,-36.42857142857142,עפולה,עפולה,2020-04-22עפולה,13
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-22,-69,-18,-49,-43,-44,23,south,23,-69,-49,20.428571428571423,-70.99999999999999,-49.71428571428571,south,אזור דרום,2020-04-22south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-22,-66,-16,-35,-43,-43,23,ashkelon,23,-66,-35,20.428571428571423,-69.42857142857143,-33.285714285714285,אשקלון,אשקלון,2020-04-22אשקלון,106
IL,Israel,South District,NA,NA,NA,NA,2020-04-22,-69,-19,-59,-43,-45,23,be'er-sheva,23,-69,-59,20.428571428571423,-71.71428571428571,-61.71428571428571,באר שבע,באר שבע,2020-04-22באר שבע,175
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-22,-73,-24,-35,-69,-61,31,tlv,31,-73,-35,27.42857142857142,-75.42857142857142,-39.142857142857146,תל אביב-יפו,תל אביב-יפו,2020-04-22תל אביב-יפו,281
IL,Israel,NA,NA,NA,NA,NA,2020-04-23,-67,-18,-36,-49,-50,27,israel,27,-67,-36,22.71428571428571,-68.57142857142856,-40.42857142857142,israel,ישראל,2020-04-23israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-23,-66,-15,-23,-53,-52,29,center,29,-66,-23,24.285714285714285,-67.28571428571429,-27.142857142857142,center,אזור מרכז,2020-04-23center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-23,-62,-10,4,-43,-52,28,hasharon,28,-62,4,23,-64.28571428571428,-14,נתניה,נתניה,2020-04-23נתניה,52
IL,Israel,Center District,NA,NA,NA,NA,2020-04-23,-68,-14,-32,-52,-55,30,petach tikva,30,-68,-32,25.857142857142854,-70.14285714285714,-35.28571428571428,פתח תקווה,פתח תקווה,2020-04-23פתח תקווה,210
IL,Israel,Center District,NA,NA,NA,NA,2020-04-23,-66,-18,-28,-65,-52,31,ramla,31,-66,-28,25.428571428571423,-66.42857142857143,-31.142857142857142,רמלה,רמלה,2020-04-23רמלה,8
IL,Israel,Center District,NA,NA,NA,NA,2020-04-23,-68,-14,-35,-48,-51,28,rehovot,28,-68,-35,23.857142857142858,-69.85714285714286,-37.14285714285714,רחובות,רחובות,2020-04-23רחובות,16
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-23,-68,-13,-29,-47,-48,25,haifa-district,25,-68,-29,21.57142857142857,-69.14285714285714,-36.42857142857143,haifa-district,אזור חיפה,2020-04-23haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-23,-63,-12,-33,-38,-48,25,hadera,25,-63,-33,21.57142857142857,-64.42857142857142,-35.85714285714286,חדרה,חדרה,2020-04-23חדרה,9
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-23,-69,-13,-24,-52,-48,25,haifa,25,-69,-24,21.42857142857143,-71.28571428571428,-35.57142857142857,חיפה,חיפה,2020-04-23חיפה,295
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-23,-74,-32,-59,-63,-54,30,jerusalem,30,-74,-59,25.428571428571427,-74.85714285714285,-56.85714285714286,ירושלים,ירושלים,2020-04-23ירושלים,687
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-23,-59,-17,-40,-29,-42,21,north,21,-59,-40,18.428571428571427,-60.714285714285715,-44,north,אזור צפון,2020-04-23north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-23,-54,-17,-14,-26,-42,21,akko,21,-54,-14,17.999999999999996,-57.42857142857142,-22.428571428571427,עכו,עכו,2020-04-23עכו,48
IL,Israel,North District,NA,NA,NA,NA,2020-04-23,-61,-30,-76,-30,-42,20,golan,20,-61,-76,NA,-62.99999999999999,-77.57142857142857,קצרין,קצרין,2020-04-23קצרין,2
IL,Israel,North District,NA,NA,NA,NA,2020-04-23,-60,-21,-65,-31,-45,23,kinneret,23,-60,-65,NA,-62.571428571428555,-64.71428571428571,טבריה,טבריה,2020-04-23טבריה,15
IL,Israel,North District,NA,NA,NA,NA,2020-04-23,-64,-7,-33,-40,-42,22,tzfat,22,-64,-33,NA,-67.85714285714285,-42.57142857142858,צפת,צפת,2020-04-23צפת,5
IL,Israel,North District,NA,NA,NA,NA,2020-04-23,-62,-16,-31,-29,-42,22,yizrael,22,-62,-31,18.857142857142854,-62.42857142857142,-35.28571428571428,עפולה,עפולה,2020-04-23עפולה,8
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-23,-68,-17,-44,-43,-43,24,south,24,-68,-44,19.999999999999996,-69.42857142857142,-48.14285714285714,south,אזור דרום,2020-04-23south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-23,-66,-14,-25,-41,-42,24,ashkelon,24,-66,-25,19.999999999999996,-67.57142857142858,-31.28571428571429,אשקלון,אשקלון,2020-04-23אשקלון,32
IL,Israel,South District,NA,NA,NA,NA,2020-04-23,-69,-18,-57,-44,-44,24,be'er-sheva,24,-69,-57,20.142857142857142,-70.28571428571428,-60.57142857142857,באר שבע,באר שבע,2020-04-23באר שבע,24
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-23,-74,-21,-31,-68,-59,31,tlv,31,-74,-31,26.857142857142854,-73.85714285714285,-38,תל אביב-יפו,תל אביב-יפו,2020-04-23תל אביב-יפו,56
IL,Israel,NA,NA,NA,NA,NA,2020-04-24,-68,-26,-40,-48,-47,16,israel,16,-68,-40,22.42857142857143,-67.28571428571428,-39.285714285714285,israel,ישראל,2020-04-24israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-24,-66,-23,-25,-52,-52,17,center,17,-66,-25,24,-65.85714285714286,-26.142857142857142,center,אזור מרכז,2020-04-24center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-24,-65,-18,-13,-46,-47,17,hasharon,17,-65,-13,22.571428571428573,-62.71428571428571,-12.142857142857142,נתניה,נתניה,2020-04-24נתניה,30
IL,Israel,Center District,NA,NA,NA,NA,2020-04-24,-69,-22,-29,-50,-55,18,petach tikva,18,-69,-29,25.428571428571427,-68.85714285714286,-34.14285714285714,פתח תקווה,פתח תקווה,2020-04-24פתח תקווה,531
IL,Israel,Center District,NA,NA,NA,NA,2020-04-24,-63,-27,-29,-69,-51,17,ramla,17,-63,-29,24.999999999999996,-65,-30.857142857142854,רמלה,רמלה,2020-04-24רמלה,11
IL,Israel,Center District,NA,NA,NA,NA,2020-04-24,-69,-21,-37,-44,-54,17,rehovot,17,-69,-37,23.428571428571427,-68.28571428571428,-35.85714285714286,רחובות,רחובות,2020-04-24רחובות,22
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-24,-71,-21,-31,-49,-46,16,haifa-district,16,-71,-31,21.285714285714285,-67.85714285714285,-35.285714285714285,haifa-district,אזור חיפה,2020-04-24haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-24,-67,-19,-28,-41,-42,16,hadera,16,-67,-28,21.428571428571427,-63.28571428571428,-35,חדרה,חדרה,2020-04-24חדרה,111
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-24,-73,-20,-33,-54,-49,16,haifa,16,-73,-33,21.142857142857146,-69.85714285714285,-34.142857142857146,חיפה,חיפה,2020-04-24חיפה,57
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-24,-73,-37,-56,-63,-47,17,jerusalem,17,-73,-56,25,-73.85714285714286,-55.85714285714285,ירושלים,ירושלים,2020-04-24ירושלים,1079
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-24,-63,-27,-46,-35,-36,14,north,14,-63,-46,18.142857142857142,-59.42857142857143,-43,north,אזור צפון,2020-04-24north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-24,-61,-27,-29,-34,-34,14,akko,14,-61,-29,17.857142857142854,-56.14285714285714,-20.999999999999996,עכו,עכו,2020-04-24עכו,13
IL,Israel,North District,NA,NA,NA,NA,2020-04-24,-72,NA,-81,-40,-20,NA,golan,NA,-72,-81,NA,-61.71428571428571,-77.85714285714286,קצרין,קצרין,2020-04-24קצרין,4
IL,Israel,North District,NA,NA,NA,NA,2020-04-24,-62,-27,-71,-37,-35,14,kinneret,14,-62,-71,NA,-60.99999999999999,-63.42857142857143,טבריה,טבריה,2020-04-24טבריה,14
IL,Israel,North District,NA,NA,NA,NA,2020-04-24,-69,-13,-48,-39,-37,12,tzfat,12,-69,-48,NA,-66.42857142857143,-41.285714285714285,צפת,צפת,2020-04-24צפת,5
IL,Israel,North District,NA,NA,NA,NA,2020-04-24,-62,-21,-35,-36,-39,15,yizrael,15,-62,-35,18.71428571428571,-61.28571428571428,-34.857142857142854,עפולה,עפולה,2020-04-24עפולה,10
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-24,-69,-26,-53,-43,-45,14,south,14,-69,-53,19.714285714285715,-68.14285714285714,-47.28571428571428,south,אזור דרום,2020-04-24south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-24,-66,-19,-34,-40,-43,14,ashkelon,14,-66,-34,19.57142857142857,-66,-29.999999999999996,אשקלון,אשקלון,2020-04-24אשקלון,23
IL,Israel,South District,NA,NA,NA,NA,2020-04-24,-71,-25,-69,-47,-45,15,be'er-sheva,15,-71,-69,19.857142857142858,-69.28571428571428,-60,באר שבע,באר שבע,2020-04-24באר שבע,24
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-24,-74,-29,-40,-64,-53,19,tlv,19,-74,-40,26.428571428571423,-72.71428571428571,-36.857142857142854,תל אביב-יפו,תל אביב-יפו,2020-04-24תל אביב-יפו,13
IL,Israel,NA,NA,NA,NA,NA,2020-04-25,-82,-38,-61,-50,-31,14,israel,14,-82,-61,22.857142857142858,-67,-39.85714285714285,israel,ישראל,2020-04-25israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-25,-82,-32,-53,-55,-32,14,center,14,-82,-53,24.57142857142857,-65.57142857142857,-26.857142857142858,center,אזור מרכז,2020-04-25center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-25,-80,-32,-55,-52,-31,13,hasharon,13,-80,-55,23.285714285714285,-62.428571428571416,-13.285714285714285,נתניה,נתניה,2020-04-25נתניה,22
IL,Israel,Center District,NA,NA,NA,NA,2020-04-25,-85,-40,-60,-51,-32,15,petach tikva,15,-85,-60,26.14285714285714,-68.42857142857142,-34.714285714285715,פתח תקווה,פתח תקווה,2020-04-25פתח תקווה,106
IL,Israel,Center District,NA,NA,NA,NA,2020-04-25,-80,-46,-55,-74,-25,14,ramla,14,-80,-55,25.71428571428571,-64.71428571428571,-31.999999999999996,רמלה,רמלה,2020-04-25רמלה,7
IL,Israel,Center District,NA,NA,NA,NA,2020-04-25,-86,-46,-55,-47,-31,14,rehovot,14,-86,-55,24.285714285714285,-67.99999999999999,-36.285714285714285,רחובות,רחובות,2020-04-25רחובות,17
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-25,-82,-35,-62,-50,-28,14,haifa-district,14,-82,-62,21.857142857142858,-67.57142857142857,-36,haifa-district,אזור חיפה,2020-04-25haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-25,-77,-36,-63,-44,-26,14,hadera,14,-77,-63,22.142857142857142,-63.14285714285714,-35.28571428571429,חדרה,חדרה,2020-04-25חדרה,246
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-25,-86,-38,-63,-56,-29,13,haifa,13,-86,-63,21.857142857142858,-69.57142857142856,-35.285714285714285,חיפה,חיפה,2020-04-25חיפה,37
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-25,-88,-59,-67,-68,-32,14,jerusalem,14,-88,-67,25.28571428571428,-74,-56.14285714285714,ירושלים,ירושלים,2020-04-25ירושלים,548
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-25,-73,-48,-70,-41,-30,13,north,13,-73,-70,18.57142857142857,-59.14285714285714,-43.285714285714285,north,אזור צפון,2020-04-25north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-25,-70,-49,-57,-37,-31,13,akko,13,-70,-57,18.714285714285715,-55.57142857142857,-20.285714285714285,עכו,עכו,2020-04-25עכו,68
IL,Israel,North District,NA,NA,NA,NA,2020-04-25,-82,NA,-92,-56,-20,NA,golan,NA,-82,-92,NA,-61,-77.85714285714286,קצרין,קצרין,2020-04-25קצרין,4
IL,Israel,North District,NA,NA,NA,NA,2020-04-25,-79,-44,-81,-46,-32,NA,kinneret,NA,-79,-81,NA,-60.85714285714285,-64.14285714285714,טבריה,טבריה,2020-04-25טבריה,17
IL,Israel,North District,NA,NA,NA,NA,2020-04-25,-85,-37,-76,-54,-21,NA,tzfat,NA,-85,-76,NA,-66.57142857142856,-41.57142857142857,צפת,צפת,2020-04-25צפת,1
IL,Israel,North District,NA,NA,NA,NA,2020-04-25,-75,-40,-59,-42,-31,14,yizrael,14,-75,-59,19.428571428571427,-60.99999999999999,-35.57142857142857,עפולה,עפולה,2020-04-25עפולה,2
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-25,-84,NA,-66,-47,-25,12,south,12,-84,-66,20.285714285714285,-68,-48.14285714285714,south,אזור דרום,2020-04-25south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-25,-84,-43,-54,-46,-20,11,ashkelon,11,-84,-54,20.428571428571427,-65.71428571428572,-31.285714285714285,אשקלון,אשקלון,2020-04-25אשקלון,7
IL,Israel,South District,NA,NA,NA,NA,2020-04-25,-85,-39,-74,-48,-27,12,be'er-sheva,12,-85,-74,20.57142857142857,-69.42857142857142,-60.42857142857143,באר שבע,באר שבע,2020-04-25באר שבע,40
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-25,-86,-37,-59,-65,-42,17,tlv,17,-86,-59,26.571428571428566,-72.28571428571428,-37.285714285714285,תל אביב-יפו,תל אביב-יפו,2020-04-25תל אביב-יפו,8
IL,Israel,NA,NA,NA,NA,NA,2020-04-26,-57,-6,-24,-45,-48,23,israel,23,-57,-24,25,-70.57142857142857,-43.14285714285714,israel,ישראל,2020-04-26israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-26,-55,2,-10,-50,-50,25,center,25,-55,-10,26.714285714285708,-69.42857142857143,-30.428571428571423,center,אזור מרכז,2020-04-26center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-26,-52,-2,-5,-42,-49,24,hasharon,24,-52,-5,25.428571428571427,-66.28571428571428,-18.428571428571427,נתניה,נתניה,2020-04-26נתניה,4
IL,Israel,Center District,NA,NA,NA,NA,2020-04-26,-58,-1,-20,-49,-53,27,petach tikva,27,-58,-20,28.285714285714285,-71.85714285714285,-37.57142857142857,פתח תקווה,פתח תקווה,2020-04-26פתח תקווה,11
IL,Israel,Center District,NA,NA,NA,NA,2020-04-26,-55,-4,-19,-65,-50,26,ramla,26,-55,-19,28.14285714285714,-68.71428571428571,-36.57142857142857,רמלה,רמלה,2020-04-26רמלה,3
IL,Israel,Center District,NA,NA,NA,NA,2020-04-26,-56,2,-21,-42,-48,24,rehovot,24,-56,-21,26.71428571428571,-71.85714285714285,-39.714285714285715,רחובות,רחובות,2020-04-26רחובות,3
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-26,-57,-3,-22,-45,-46,22,haifa-district,22,-57,-22,24,-71,-39.85714285714286,haifa-district,אזור חיפה,2020-04-26haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-26,-53,-5,-24,-39,-47,23,hadera,23,-53,-24,24.285714285714285,-66.71428571428571,-39.57142857142858,חדרה,חדרה,2020-04-26חדרה,8
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-26,-58,-3,-21,-48,-46,22,haifa,22,-58,-21,24.14285714285714,-72.85714285714285,-38.85714285714286,חיפה,חיפה,2020-04-26חיפה,101
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-26,-67,-23,-45,-58,-52,28,jerusalem,28,-67,-45,27.28571428571428,-77.14285714285714,-59.57142857142857,ירושלים,ירושלים,2020-04-26ירושלים,1116
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-26,-52,-4,-29,-27,-39,18,north,18,-52,-29,20.714285714285715,-63.285714285714285,-46.57142857142856,north,אזור צפון,2020-04-26north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-26,-49,-9,-7,-28,-39,18,akko,18,-49,-7,20.857142857142854,-59.57142857142857,-24.142857142857142,עכו,עכו,2020-04-26עכו,114
IL,Israel,North District,NA,NA,NA,NA,2020-04-26,-43,NA,-73,-19,-37,14,golan,14,-43,-73,NA,-63.42857142857142,-79,קצרין,קצרין,2020-04-26קצרין,0
IL,Israel,North District,NA,NA,NA,NA,2020-04-26,-53,-9,-48,-25,-40,19,kinneret,19,-53,-48,NA,-64.99999999999999,-67.57142857142856,טבריה,טבריה,2020-04-26טבריה,15
IL,Israel,North District,NA,NA,NA,NA,2020-04-26,-57,0,-23,-34,-41,19,tzfat,19,-57,-23,NA,-70.42857142857143,-45.42857142857142,צפת,צפת,2020-04-26צפת,0
IL,Israel,North District,NA,NA,NA,NA,2020-04-26,-54,-9,-22,-28,-37,18,yizrael,18,-54,-22,21.71428571428571,-65.42857142857143,-38.57142857142857,עפולה,עפולה,2020-04-26עפולה,4
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-26,-57,-6,-31,-40,-41,21,south,21,-57,-31,22.71428571428571,-71.42857142857143,-50.99999999999999,south,אזור דרום,2020-04-26south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-26,-54,1,-16,-38,-40,21,ashkelon,21,-54,-16,23.142857142857142,-69.71428571428571,-34.57142857142857,אשקלון,אשקלון,2020-04-26אשקלון,10
IL,Israel,South District,NA,NA,NA,NA,2020-04-26,-59,-12,-45,-43,-42,21,be'er-sheva,21,-59,-45,22.857142857142854,-72.71428571428571,-63,באר שבע,באר שבע,2020-04-26באר שבע,16
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-26,-61,-12,-18,-64,-57,27,tlv,27,-61,-18,28.14285714285714,-75.14285714285714,-40.00000000000001,תל אביב-יפו,תל אביב-יפו,2020-04-26תל אביב-יפו,6
IL,Israel,NA,NA,NA,NA,NA,2020-04-27,-61,-4,-36,-46,-48,25,israel,25,-61,-36,24.57142857142857,-69.14285714285714,-41.57142857142857,israel,ישראל,2020-04-27israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-27,-59,4,-24,-50,-50,27,center,27,-59,-24,26.28571428571428,-67.71428571428571,-28.428571428571423,center,אזור מרכז,2020-04-27center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-27,-55,5,-7,-40,-50,25,hasharon,25,-55,-7,24.999999999999996,-65,-16,נתניה,נתניה,2020-04-27נתניה,18
IL,Israel,Center District,NA,NA,NA,NA,2020-04-27,-62,3,-32,-50,-54,28,petach tikva,28,-62,-32,27.857142857142854,-70.28571428571428,-36.71428571428571,פתח תקווה,פתח תקווה,2020-04-27פתח תקווה,23
IL,Israel,Center District,NA,NA,NA,NA,2020-04-27,-58,-3,-27,-63,-50,28,ramla,28,-58,-27,27.71428571428571,-66.71428571428571,-35.14285714285714,רמלה,רמלה,2020-04-27רמלה,4
IL,Israel,Center District,NA,NA,NA,NA,2020-04-27,-61,1,-33,-43,-48,26,rehovot,26,-61,-33,26.285714285714285,-69.85714285714286,-36.85714285714286,רחובות,רחובות,2020-04-27רחובות,13
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-27,-61,-1,-35,-45,-47,23,haifa-district,23,-61,-35,23.71428571428571,-69.14285714285715,-38.714285714285715,haifa-district,אזור חיפה,2020-04-27haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-27,-57,0,-32,-37,-47,24,hadera,24,-57,-32,23.999999999999996,-64.71428571428571,-39,חדרה,חדרה,2020-04-27חדרה,9
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-27,-62,-1,-33,-48,-46,23,haifa,23,-62,-33,23.71428571428571,-70.99999999999999,-37.142857142857146,חיפה,חיפה,2020-04-27חיפה,201
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-27,-68,-18,-52,-59,-52,28,jerusalem,28,-68,-52,26.857142857142854,-75.85714285714286,-58.57142857142857,ירושלים,ירושלים,2020-04-27ירושלים,447
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-27,-52,-5,-32,-27,-41,20,north,20,-52,-32,20.571428571428573,-61.85714285714286,-45.14285714285714,north,אזור צפון,2020-04-27north,NA
